County;Agency_Name;Trading_Name;Address;Licence_Number;Phone;Email;Website;Covered_Fields
Dublin;E-Frontiers Limited;;DoCentre 12 Camden Row Dublin 8 D08 R9CN;EA3094;+35316854000;colm.costello@e-frontiers.ie | info@e-frontiers.ie;https://e-frontiers.ie;Tech & Data Science, Business Services, Finance & Accounting, Contracting
Dublin;E-Solutions Systech (Ireland) Limited;E-Solutions Systech (Ireland) Limited;The Gables 1 Torquay Rd Foxrock Co. Dublin D18A2N7;EA5209;;info.india@e-solutionsinc.com;https://e-solutionsinc.com;Tech & Data Science, General Recruitment
Dublin;Eagle Global Recruitment;Eagle Global Recruitment;57 Clontarf Road Dublin 3 D03A7P0;EA5359;;carolmcgrath@eaglerecruitment.ie;;Hospitality, Cleaning, Healthcare
Dublin;Eastline Service Agency Limited;;Unit K23 Drinan Enterprise Centre Swords Enterprise Park Feltrim Road, Swords Co. Dublin;EA4176;;;;Cleaning, Care, General Recruitment
Dublin;Easy Payroll Global Limited;;57 Amiens Street Dublin 1 D01 YY11;EA4770;+353879188907;;https://www.easypayroll.ie/;HR, General Recruitment
Dublin;Edel Lynam;M Recruitment Luxury Household;38 Vernon Park Clontarf Dublin 3 D03 PF29;EA5121;+35315155396;edel@mrecruitmentluxuryhousehold.ie | office@mrecruitmentluxuryhousehold.ie;https://www.mrecruitment.ie;Care
Dublin;Eden Recruitment Limited;;20 Essex Street East Temple Bar Dublin 2;EA1531;+35314744500;jobs@edenrecruitment.ie;https://www.edenrecruitment.ie;Tech & Data Science, Admin & Office, Finance & Accounting, Healthcare
Dublin;Elevate Search & Recruitment Ltd;Elevate Executive Selection;Ashford Lower Glenageary Road Glenageary Co. Dublin;EA3436;+353872428584;james@elevateselection.ie;https://www.elevateselection.ie/;Board level
Dublin;Elgin Talent Partners Limited;Elgin Executive Search;64 Dame Street Dublin 2;EA3910;+35314433300;info@elginsearch.com;https://www.elginsearch.com;Finance & Accounting, Legal, Board level
Dublin;Elusav Limited;Elusav Recruitment;30 Fitzwilliam Street Upper Dublin 2 D02X205;EA4668;+35361531485;;https://www.elusav.com/;Construction, Healthcare, Engineering
Dublin;Elwood Roberts Ltd;Elwood Roberts;Unit 7, Stokes Court 7 Main Street Dundrum Dublin 14;EA5350;;robert@elwoodroberts.com;https://elwoodroberts.com/;Legal, Board level
Dublin;EMEA Legal Ltd;;5 Ballinteer Park Ballinteer Dundrum Dublin 16 D16 V820;EA4534;+35312909060;info@emea.legal;https://emea.legal/;Legal, Admin & Office
Dublin;EMEA Talents Consortium;;Sheldon Park Hotel 131 Kylemore Road Inchicore Dublin 12 D12 NCV9;EA5322;;;;Healthcare, Cleaning, Hospitality
Dublin;Emerald Locums Limited;Emerald Locums Limited;20 Harcourt Street Saint Kevins Dublin 2 D02PF99;EA5233;+353818485120;info@emeraldlocums.ie;https://emeraldlocums.ie;Healthcare
Dublin;Emerald Nursing Limited;Emerald Nursing;28-32 Pembroke Street Upper Co. Dublin D02NT28;EA4154;+353818485682;info@emeraldnursing.ie;https://emeraldnursing.ie;Healthcare, Care
Dublin;Emerald Technology;Emerald Technology Consulting Limited;38 Main Street Swords Co. Dublin;EA5367;+353818001598;info@emerald-technology.com;;Tech & Data Science, Sales
Dublin;Empleo;;20 Harcourt Street Dublin 2;EA5251;;;;Hospitality, Retail, Cleaning
Dublin;Emtech Recruitment Limited;;Adelaide House 90 Upper George's St Dun Laoghaire Co. Dublin A96 R8R9;EA4073;+35315461115;info@emtechrecruitment.ie;https://emtechrecruitment.ie;Engineering, Tech & Data Science
Dublin;Engage People Select Recruitment Ltd;Engage People;Herbert House South Point 11 Harmony Row Co. Dublin D02H270;EA4000;+35316994530;info@engagepeople.ie;https://engagepeople.ie;Finance & Accounting, Tech & Data Science, Management
Dublin;Entity Insights Limited;;75 Patrick Street Dun Laoghaire Co. Dublin;EA5313;;;;Tech & Data Science, Admin & Office, General Recruitment
Dublin;ErgoServices Limited;Ergo;1st Floor Block T Eastpoint Business Park Dublin 3;EA2312;+35318843200;info@ergotechnologygroup.com;https://ergotechnologygroup.com;Tech & Data Science, General Recruitment
Dublin;Essar Healthcare Limited;;49 Barnwell Woods Hansfield Co. Dublin D15 YW6F;EA4679;+35315242506;info@essarhealthcare.ie;https://essarhealthcare.ie/;Healthcare, Care
Dublin;Eteam Workforce Limited;;6-9 Trinity Street Dublin 2 D02 EY47;EA4240;+3539087570800;emeainfo@eteaminc.com;https://eteaminc.com;Tech & Data Science, General Recruitment, Admin & Office
Dublin;Europlan Personnel Services Limited;;Parkview House, Unit 2B Beechhill Office Campus Clonskeagh, Dublin 4;EA1120;+35312606578;info@europlanservices.com;https://europlanservices.com;Admin & Office, Finance & Accounting, General Recruitment, Tech & Data Science
Dublin;Evolution Care Solutions Limited;;Omega House Collinstown Co. Dublin K67EOA8;EA4811;+35315727045;info@evolutioncare.ie;https://evolutioncare.ie/;Healthcare, Care
Dublin;Exactest Ltd;Exactest;51/52 Fitzwilliam Square West Dublin 2;EA4357;+35315563040;info@exactest.ie;https://exactest.ie;Tech & Data Science, QA
Dublin;Excel Aviation Limited;;Broadmeadow Hall Applewood Village Swords Co. Dublin;EA3666;+35318131916;admin@excelaviation.ie;https://ExcelAviation.ie;Aviation
Dublin;Executive Edge Limited;;Suite 2017 Orchard Avenue Citywest Business Campus Co. Dublin D24 RHY6;EA1680;+35314663983;info@executiveedge.ie;https://executiveedge.ie;Admin & Office, HR, Sales, Finance & Accounting
Dublin;Expleo Technology Ireland Ltd;Expleo Technology Ireland Ltd;30 North Wall Quay IFSC Dublin 1 DO1R8H7;EA5278;+35316709916;;https://expleo.com/global/en/;Engineering, Tech & Data Science
Dublin;Exthras-Professional Staff Solutions;Exthras;13 Adelaide Road Dublin 2 D02P950;EA5296;+353892556556;;;Hospitality, Cleaning, Healthcare
Dublin;Ezra Placement Limited;;6 The Grange Kill Lane Blackrock Co. Dublin A94 A5D2;EA4967;+353872897945 | +353894318634;info@ezraplacement.com;https://ezraplacement.com;Care, Cleaning
Dublin;F2R-First 2 Rescource Limited;;One Earlsfort Centre Lower Hatch Street Dublin 2;EA5332;;info@first2resource.com;https://first2resource.com/;Hospitality, Retail, Admin & Office
Dublin;Facilitas Management Limited;Facilitas Management;10B Santry Business park Santry Dublin 9;EA3750;+353862719233;info@facilitas.ie;https://facilitas.ie;Facilities, Cleaning, Security
Dublin;Fahy Kelly International Limited;FK International;Pembroke Hall 38-39 Fitzwilliam Square Dublin 2 D02NX53;EA1149;+35316688060;info@fkinternational.com;https://www.fkinternational.com/;Finance & Accounting, Banking
Dublin;Fingal Language Institute Limited;Dalmac Recruitment & Aviation Services;19 Grange Parade Baldoyle Industrial Estate Dublin 13 D13N29X;EA1511;+35318437127;;https://dalmac.ie/;Aviation, Education
Dublin;Fionn Healthcare Ltd;;17 Maypark Malahide Road Dublin 5 D05Y4T8;EA4833;;;https://fionnhr.ie/;Healthcare, Care
Dublin;Firstaff Personnel Consultants Limited;;85-86 Grafton Street Dublin 2 D02 Y248;EA1002;+35316797766;angelad@firstaff.ie;https://firstaff.ie;Board level, Admin & Office, Tech & Data Science, Finance & Accounting
Dublin;Fitzwilliam Executive Search Limited;ICDS Recruitment Consultants;24 Upper Fitzwilliam St Dublin 2 D02N883;EA3657;+35316321200;info@icds.ie;https://recruitment.icds.ie/;Construction, Engineering, Board level
Dublin;Fraser Models and Actors Limited;;11 Herbert Street Dublin 2;EA3637;+35316624814;hello@fraser.ie;https://fraser.ie;Acting
Dublin;Furzeside Limited;GPC Finance;Unit 511, Q House Furze Road Sandyford Business Park Dublin 18 D18 YW88;EA4490;+35312078990; recruit@gpfinance.com;;Finance & Accounting, Construction
Dublin;Future Direct Professional Services Limited;Future Direct;6 Fern Road Sandyford Business Park Sandyford Dublin 18 D18FP98;EA5324;+35315134085;info@futuredirect.ie;https://www.futuredirect.ie;Cleaning, Facilities, Healthcare
Dublin;Future Home Care Specialist Ltd;;5 Fitzwilliam Sq Dublin 2;EA4841;+35319026555;info@futurecare.ie;https://futurecare.ie;Care, Healthcare
Dublin;FX2 Recruitment Limited;;6-9 Trinity Street Dublin 2 D02 EY47;EA3405;+35316121410;;https://www.fx2recruitment.com/;Healthcare, Hospitality, Admin & Office
Dublin;Gateway Recruitment Limited;Gateway Recruitment Limited;6 - 9 Trinity Street Dublin 2;EA3882;;contactus@gatewayrecruitment.ie;https://www.gatewayrecruitment.ie/job-search;Admin & Office, Cleaning, Retail
Dublin;Gecare Staffing Agency Limited;Gecare Staffing Agency;77 Camden Street Lower Saint Kevin's Dublin 2 D02 XE80;EA4507;+353899747951;;https://www.gecarestaffing.com;Healthcare, Care
Dublin;Gempool Limited;GemPool;The Arch, Block 3, Blackrock Business Park Blackrock Co. Dublin;EA3546;+35319136804;info@gempool.ie;https://gempool.ie;Tech & Data Science
Dublin;Gencat LTD;Gencat;18H Rosemount Park Drive Rosemount Business Park Ballycoolin Dublin 11 D11 EFR5;EA4325;+353872631440;info@gencat.ie;https://gencat.ie/;Construction, Engineering, Energy
Dublin;GHL Recruitment Limited;;124 Lower Baggot Street Dublin 2;EA1520;+35316610911;info@ghl.ie;https://www.ghl.ie;Admin & Office, HR, Legal
Dublin;Gibbs Hybrid (Ireland) Limited;Gibbs Hybrid Ireland;The Masonry 151-156 Thomas Street Dublin 9;EA4220;;;;General Recruitment, Tech & Data Science, Admin & Office
Dublin;Gilligan Black Recruitment Ltd;Gilligan Black Recruitment;39 Leeson Street Lower Dublin 2;EA2231;+35317999100;info@gilliganblack.ie;https://gilliganblack.ie/;Admin & Office, Sales, Legal
Dublin;Global Labour & Facilities Ltd;;Unit 2A Nangor Road Business Park Nangor Road Dublin 12;EA3955;+35316204578 | +353860261609;brian@globallabourforce.com;https://www.glf-ireland.com/;General Recruitment, Facilities, Cleaning
Dublin;Global Sights Innovation Ltd;Global Care;51 Bracken Road Sandyford Dublin 18;EA5047;+353899896178;;;Healthcare, General Recruitment, Care
Dublin;GlobalForce Resource Ltd;;13 Hampton Park St Helens Wood Booterstown Co. Dublin A94 H567;EA3535;+35312104526;info@globalforceresource.com;https://globalforceresource.com;Automotive, Factory, General Recruitment
Dublin;Globalization Partners Ireland Consulting Limited;;104 Lower Baggot Street Dublin 2 D02Y940;EA4104;;jmcguire@globalization-partners.com;https://www.globalization-partners.com/;HR, Remote
Dublin;GoGlobal BCS Europe Limited;;1st Floor The Liffey Trust Centre 117 - 126 Sheriff Street Upper Dublin 1 D01YC43;EA5241;;;;EOR, HR
Dublin;Greg O'Hanlon International Limited;;36 Fitzwilliam Square Dublin 2;EA4429;+353876003620;;;Factory, Technical, Supply Chain
Dublin;Grey Wave (Recruitment) Limited;Grey Wave Work Hub;77 Camden Street Lower Dublin 2;EA4536;;info@grey-wave.com | marc@grey-wave.com;https://grey-wave.com;General Recruitment, Coaching
Dublin;Greysea Recruitment Ltd;;8 The Mall Lucan Co. Dublin;EA5079;+353892770216;info@greysearecruitment.ie;https://greysearecruitment.ie;Hospitality, Cleaning, Admin & Office
Dublin;GS Agri Recruitment Ltd;GS International Recruitment;Glencullen House Kylemore Road Inchicore Dublin 10 D10 K729;EA4175;+353864120773;info@gsrecruit.com;https://gsrecruit.com;Agriculture, Factory, General Recruitment
Dublin;Hadfield Green Limited;Hadfield Green;WeWork 2 Dublin Landings North Dock Co. Dublin D01V4A3;EA4413;+353861580178;info@hadfieldgreen.com;https://www.hadfieldgreen.com/;ESG, General Recruitment
Dublin;Hans People Limited;Hans People Limited;13 Rathfarnham Road Terenure Road Co. Dublin D6W DK49;EA5403;;info@hanspeople.com;https://hanspeople.com/;Healthcare, General Recruitment
Dublin;Harborlink Ltd;Harborlink Global Talent Solutions Cert;Suite 201 Q House 76 Furze Road Sandyford Dublin 18;EA5282;;;;General Recruitment, Tech & Data Science, Sales
Dublin;Harris and Porter Recruitment Limited;HAP Solutions Group;Block 1 Ground Floor Millbank Business Park Lucan Co. Dublin K78 WP59;EA5019;;;;Hospitality
Dublin;Harvey Nash (Ireland) Limited;;Ella House 39-43 Merriona Square Dublin 2 D02NP96;EA1341;+35316741400;;https://www.harveynash.ie/;Tech & Data Science, Board level
Dublin;Hays Specialist Recruitment (Ireland) Limited;Hays Specialist Recruitment;26/27a Grafton Street Dublin 2 D02 HH24;EA1273;+35315710010;;https://www.hays.ie;Admin & Office, Engineering, Finance & Accounting, Healthcare
Dublin;Head Hunt International Limited;Head Hunt International;68 Harcourt Street Dublin 2 D02 C934;EA1033;+35314188188;sylviah@headhunt.ie;https://headhuntinternational.com/;Healthcare, Tech & Data Science, Sales, Admin & Office
Dublin;Headcount Solutions Limited;;4E Fingal Bay Business Park Balbriggan Co. Dublin K32 HN82;EA2274;+35316905040;info@headcount.ie;https://www.headcount.ie;Engineering, Facilities, Pharma
Dublin;Health Sector Talent Limited;HEALTHDAQ;Unit A6 Bymac Centre Northwest Business Park Dublin 15 D15 YC61;EA3929;+35318260692;contact@hst.health | dpo@healthdaq.com;https://healthdaq.com/;Healthcare, Tech & Data Science
Dublin;Hergreen Limited;M&C Ireland;19 Baggot Street Lower Co. Dublin D02X658;EA5110;+353139269390;;https://www.hergreen.co.uk;Hospitality, Retail, Logistics & Warehousing
Dublin;Hibernia Projects Limited;;2 Alexandra Terrace Rockfort Avenue Dalkey Co. Dublin A96H1W0;EA5167;;;;Construction, Admin & Office, Cleaning
Dublin;Hibernia Services Ltd;Eir Evo Talent;2 Heuston South Quarter St John's Road West Dublin 8 D08Y42N;EA3717;+35314396803;;;Tech & Data Science
Dublin;Hikantoes Limited;;32D Rosemount Business Park Ballycolin Dublin 15 D15 WA06;EA5061;;;;Cleaning, Hospitality, General Recruitment
Dublin;Hireforce Ltd;;3 Hampton Park St Helen's Wood Booterstown Co. Dublin A94W593;EA4748;+35312003124;info@hireforce.ie | robert.kennedy@hireforce.ie;https://hireforce.ie/;Construction, Cleaning, General Recruitment
Dublin;HKL Holding Ltd;1Medical;DOC Centre 12 Camden Court Dublin 8 D08R9CN;EA4597;+35316834110;info@hklco.com;https://www.1medical.ie/;Healthcare
Dublin;Honeycomb Jobs (Ireland) Ltd;Honeycomb Jobs;Fitzwilliam Hall, Fitzwilliam Place Dublin 2 D02T292;EA5243;+35316994538;clare.p@honeycomb.jobs | hive@honeycomb.jobs | louise.q@honeycomb.jobs;https://www.honeycomb.jobs/;Admin & Office, HR, Legal
Dublin;Horizon Blue Talent Consulting Limited;Horizon Blue Talent Consulting;16 Broadfield Close Broadfield Manor Rathcoole Dublin 24 D24 KH59;EA4214;+35319109928;;https://www.horizonbluetc.com/;Board level, Healthcare, Pharma, Finance & Accounting
Dublin;HQH Recruitment Ltd;;Unit 4, First Floor 84 Strand Street Skerries Co. Dublin K34 VW93;EA5158;;info@hqhrecruitment.ie;https://hqhrecruitment.ie;Retail, Admin & Office
Dublin;HR Hire Ltd;HR Hire;18 Domville Grove Killiney Co. Dublin;EA5379;+353877454659;;https://hrsearch.ie/;Hospitality, Retail, Cleaning
Dublin;HRM Recruitment Ltd;HRM;47 Fitzwilliam Square, Dublin 2 D02 W967;EA1140;+35316321800;info@hrmrecruit.com;https://hrmrecruit.com;Board level, Healthcare, HR, Supply Chain
Dublin;Hudson RPO Ireland Limited;Hudson RPO Ireland Limited;The Black Church St Mary's Place Dublin 7 D07P4AX;EA5316;+35316765722;;https://www.hudsonrpo.com/;General Recruitment, Admin & Office
Dublin;Hunter Savage (Ireland) Ltd;;38-39 Fitzwilliam Square Dublin 2 D02 NX53;EA4227;+35319069649;;https://www.huntersavage.com;Legal, Accounting, HR, Board level
Dublin;Ibeabuchi Arua Kalu;Mployus Personnel Services;Apartment 14 7 Station Hill Clongriffin Dublin 13 D13C966;EA5179;+353818900300;;;General Recruitment, Logistics & Warehousing, Cleaning
Dublin;IBM Ireland Limited;;IBM, We Work, Charlemount Exchange Block D Charlemont Street Dublin 2;EA4012;+35318154000;;https://research.ibm.com/labs/ireland | https://www.ibm.com;Tech & Data Science, Consultancy, Science
Dublin;ICDS Constructors Limited;ICDS Constructors (Ireland);24 Upper Fitzwilliam Street Dublin 2 D02N883;EA1912;+35316321200;info@icds.ie;https://constructors.icds.ie/;Construction, Engineering, Management
Dublin;Icon Holdings Clinical Research International Limited;;South County Business Park Leopardstown Dublin 18 D18 X5R3;EA4933;;;;Healthcare, Pharma
Dublin;IDM Ireland Dent Recruit Limited;Dent Recruit;59 Waterloo Lane Ballsbridge Dublin 4 D04X2K4;EA5182;;;https://www.dentrecruit.ie/;Dentistry, Healthcare
Dublin;Impact Healthcare Services Limited;Impact Healthcare Services Limited;29 Castlefield Woods Clonsilla Dublin Dublin 15 D15F5P5;EA4888;+35316404683 | +353868707138;;https://www.impacthealthcare.ie;Healthcare, Care
Dublin;Indeed Ireland Operations Ltd;;Block B, Capital Dock 80 Sir John Rogerson's Quay Grand Canal Dock Dublin 2 D02 HE36;EA4017;;;;Tech & Data Science, General Recruitment, Admin & Office
Dublin;Independent Clinical Services Ltd;Scottish Nursing Guild;3rd Floor 57 Adelaide Road Dublin 2 D02 Y3C6;EA4412;+35319023080;;https://nursingguild.com/;Healthcare
Dublin;Infcare Services Limited;Care Support Ireland;110 St James Wood South Circular Road Dublin 8 D08V029;EA5247;;;;Healthcare, Care
Dublin;Infoplus Technologies IE Limited;;The Black Church St Mary's Place Dublin 7 D07 P4AX;EA4440;;;;Tech & Data Science
Dublin;Inform 3 (ROI) Limited;;The Blackchurch St Marys Place Dublin 7;EA4430;+35315314886;michelle@inform3.com | office@inform3.com;https://inform3.com;Construction, Engineering, Tech & Data Science
Dublin;Infotree Global Limited;;Alexandra House The Sweepstakes Ballsbridge Co. Dublin D04 C7H2;EA4766;;info@infotreeglobal.com;https://www.infotreeglobal.com/;Healthcare, Tech & Data Science, Engineering
Dublin;Infounity Systems Ltd;Infountiy Systems Ltd;17 Taylor Hill Wood Balbriggan Co. Dublin K32AX50;EA5310;;;;Tech & Data Science, General Recruitment
Dublin;Innopharma Technology Ltd;Innopharma Technical Services;Raverscourt Business Park Three Rock Road Sandyford Dublin 18;EA5058;+35316950162 | +35316950163;admissions@innopharmalabs.com | info@innopharmatechnology.com;;Pharma, Engineering
Dublin;Innovative Employee Solutions Ireland Ltd;;Regus Block 1 Blanchardstown Corporate Park Ballycoolen Road Dublin 15 D15 AKK1;EA5095;;;;EOR, HR, General Recruitment
Dublin;Insource People Company Limited;Insource Recruitment;Regus Pembroke House 28-32 Pembroke Street Upper Dublin 2 D02NT28;EA3972;+353867777868;;http://www.insource.ie/;Admin & Office, Tech & Data Science, Healthcare
Dublin;Inspire Altra Ireland Limited;;5 Hollywoodrath Drive Hollystown Dublin 15 D15V8NN;EA4547;+353892475818;;https://inspireireland.eu/;Care, Healthcare
Dublin;Institute of Chartered Accountants in Ireland;Chartered Accountants Ireland;Chartered Accountants House 47-49 Pearse Street Dublin 2;EA1181;+35316377200;info@charteredaccountants.ie;https://www.charteredaccountants.ie;Finance & Accounting, General Recruitment
Dublin;Interval Consulting Ltd;;Office 2 12A Lower Main Street Lucan Co. Dublin K78 X5P8;EA5130;;;https://www.intervalgroup.com/;Admin & Office, HR
Dublin;Intuiwork;Intuiwork;49 - 50 Coleraine Street Co. Dublin D07XW62;EA5381;;;;Hospitality, Admin & Office
Dublin;Iona Forte Ltd;HRP Group;26 Upper Pembroke Street Dublin 20 D02 X361;EA3587;+35316760006;info@hrpgroup.ie;https://hrpgroup.ie;Board level, HR, Admin & Office
Dublin;IPSUS Technologies Ltd;;Regus House Harcourt Centre Harcourt Road Dublin 2 D02 HW77;EA2241;+35314773401;;https://ipsus.com;Tech & Data Science
Dublin;Ireland Training and Translations T&T Limited;Ireland T& T Ltd;Unit 11C Parkmore Industrial Estate Long Mile Road Dublin 12 D12RH39;EA5369;+35314604829;info@irelandtt.com;https://irelandtt.com;Interpreting, Admin & Office
Dublin;Irewil Care Limited;;Block 1, Blanchardstown Corporate Park Ballycoolen Road Co. Dublin D15AKK1;EA5299;+35312645066 | +353834800169;;https://www.irewilcare.ie/;Care, Healthcare
Dublin;Iris Nursing Limited;;53 Kylemore Avenue Ballyfermot Dublin 10 D10Y628;EA4974;+353851853541;info@irisnursing.com;https://irisnursing.com;Healthcare, Care
Dublin;Iris Thaumas Ltd;;20 Harcourt Street Dublin 2 D02 H364;EA5256;;;;General Recruitment, HR, Finance & Accounting, Tech & Data Science
Dublin;Irish Dental Jobs Ltd;Irish Dental Jobs;52 Delvin Banks Naul Co. Dublin K32 F670;EA3754;+35318494070;info@irishdentaljobs.ie;https://irishdentaljobs.ie;Dentistry, Admin & Office
Dublin;Irish Recruitment Consultants Limited;;c/o Ogier Global (Ireland) Ltd Investment House 8-34 Percy Place Dublin 4 D04 P5K3;EA1048;+35316610644;;https://jobs.guidantglobal.com/clients/irc;Finance & Accounting, Admin & Office, General Recruitment, Tech & Data Science
Dublin;Irish School of Motoring Ltd;ISM Recruitment;Jamestown Business Centre Finglas Dublin 11 D11X853;EA3659;+35318912330;info@ism.ie | recruitment@ism.ie;https://www.ism.ie;Driving, Logistics & Warehousing, Admin & Office
Dublin;Isource Recruitment Limited;;The Terenure Enterprise Centre 17 Rathfarnham Road Terenure DDW YW11 Dublin 6W;EA4144;;;https://isourcerecruitment.ie/;Healthcare, General Recruitment, Admin & Office
Dublin;ITM Healthcare Ltd;ITM Staffing limited;3 Dublin Landings North Wall Quay Dublin 1;EA5097;+35315788087;;https://www.itmstaffing.co.uk/;Healthcare
Dublin;I.T. Alliance Group Limited;I.T Alliance Resourcing Services;12c Joyce Way Park West Business Park Dublin 12;EA3640;+35318690200;;https://www.itallianceresourcingservices.com/;Tech & Data Science, Industrial, General Recruitment
Dublin;James Ajimo Owala;CJ Care Solutions;69 New Haven Bay Balbriggan K23 CX46 Co. Dublin;EA4015;;info@cjcaresolutions.ie;https://cjcaresolutions.ie/;Care, Healthcare
Dublin;Janette Purcell Consulting Ltd;Talentcru;34 Bayview Close Killiney Co. Dublin;EA4935;;;;Tech & Data Science, HR, General Recruitment
Dublin;Jimson Kaiparampattu James;Kate Hamilton International Healthcare;C4 Swords Enterprise Park Feltrim Road Swords Co. Dublin KC7HC44;EA4375;+35314370322;;https://katehamilton.ie/;Healthcare
Dublin;JJK Personnel Ireland Ltd;Falcon Green;Office 128 Digital Office Center Balyheary Road Swords Co. Dublin K67 E5A0;EA4448;+35314470409;;https://www.falcongreen.com/;Construction, Engineering, General Recruitment
Dublin;Joamerican Consultancy Ltd;;Swords Enterprise Park C4, Feltrim Rod Swords Co. Dublin;EA4750;+353874057098;info@joconsultancy.ie;https://joconsultancy.ie/;General Recruitment, Cleaning, Healthcare
Dublin;Job Catch Recruitment Limited;Job Catch Recruitment;Unit 118 Baldoyle Industrial Estate Grange Hill Dublin 13;EA4953;;;;Industrial, Logistics & Warehousing, Admin & Office
Dublin;Jubina Ltd;Jubina Recruitment Agency;Seven Oak 4 Apt Oakhouse Sarsfield Road Dublin 10 D10FX26;EA4753;+35319682445;info@jubina.com;https://jubina.com;Healthcare, Care, Hospitality
Dublin;Judmar Consulting Ltd;;83 Monkstown Road Monkstown Dublin Co. Dublin A94A5Y9;EA4899;;info@judmar.ie;https://judmar.ie;Admin & Office, Healthcare
Dublin;Kaizen Workforce Solutions Limited;;85/86 Grafton Street Dublin 2;EA3054;+35316729000;info@kaizenworkforcesolutions.com | tracy@kaizenworkforcesolutions.com;https://kaizenworkforcesolutions.com;Logistics & Warehousing, Retail, Factory
Dublin;Kamiq Recruitment Limited;;13 Keane Hall Collegewood Castleknock Dublin 15 D15K3VK;EA4779;;sorin@kamiqrecruitment.com;https://kamiqrecruitment.com/;Healthcare, CareCare, Hospitality
Dublin;Karenbridge Associates Ltd;The Panel;21 Northumberland Road Ballsbridge Dublin 4 D04 H2Y4;EA1066;+35316377000;;https://thepanel.com/;Accounting, Legal, HR, Finance & Accounting
Dublin;Katakey Consulting;;77 Camden Street Lower Dublin Co. Dublin D02 XE80;EA5280;+353858045855;kpoberezhets@katakeyconsulting.com;https://katakeyconsulting.com;Admin & Office, Healthcare
Dublin;Kate Cowhig International Healthcare Limited;;Ground Floor One Haddington Buildings Haddington Road Dublin 4;EA1124;+35316715557;;https://kcr.ie/;Healthcare
Dublin;Kearney Placement Consultants Limited;GKR Search & Selection;26/27 Upper Pembroke Street Dublin 2 D02 X361;EA1834;+35316769008;;https://www.gkr.ie/;Promotions, Finance & Accounting, Admin & Office, Legal
Dublin;Kedal Resources Ltd;Kedal Resources Limited;Unit 9, Block C Cashel Business Centre Cashel Road Dublin 12 D12 X720;EA4258;+353876815787;;https://kedalresources.com/;Logistics & Warehousing, Cleaning, Security
Dublin;Kevin Cleary;Macintosh Recruitment;Unit 3 Malahide Marina Malahide Co. Dublin K36 W540;EA5100;+353860626240;info@macintoshrecruitment.com;https://macintoshrecruitment.com/;Hospitality
Dublin;Kobe Goodboy Limited;Holmes Talent;8 Eden Park Mews Glastule Co. Dublin A96HF10;EA5273;;stephen@holmestalent.com;https://www.holmestalent.com/;Sales, Marketing, Tech & Data Science, HR
Dublin;Korn Ferry (IE) Limited;;Newmount House 22-24 Lower Mount Street Dublin 2 D02 Y759;EA4350;+35312344300;dan.gugler@kornferry.com | david.phelan@kornferry.com;https://kornferry.com;Board level, HR, General Recruitment
Dublin;KPMG Ireland;KPMG Ireland;1 Stokes Place St Stephens Green Co. Dublin;EA5314;;;;Finance & Accounting, Audit, Legal, Consultancy
Dublin;KWW Recruitment Ltd;FS Recruitment;16 Glenvara Park Knocklyon Dublin 16 D16YH66;EA4649;+353877964804;info@fsrecruitment.ie;https://www.fsrecruitment.ie/;Finance & Accounting, Insurance, Admin & Office
Dublin;K&K Swift Recruitment Ltd;;Ground Floor 71 Lower Baggot Street Dublin 2 D02P593;EA4757;+353870619830;info@kkrecruitment.ie;https://kkrecruitment.ie/;General Recruitment, Industrial, Cleaning
Dublin;K.E.D.S Consultants Ltd;Drinks2U;New Work Junction 11 Wynnefield Road Rathmines Dublin 6 D06 F9C1;EA4321;;;https://www.drinks2u.ie/;Logistics & Warehousing, Driving
Dublin;Lancesoft Limited;;Harcourt Centre Harcourt Road Dublin 2 D02HW77;EA5144;;;https://lancesoft.in/;Tech & Data Science, Healthcare, Engineering
Dublin;Lansdowne Executive Search Limited;Lansdowne Executive Search;Hamilton House 28 Fitzwilliam Place Dublin 2 D02 P283;EA3858;+35315490066 | +353877961062;enquiries@lansdownesearch.ie;https://lansdownesearch.ie;Board level, Consulting
Dublin;Lastel Limited;Lastel Recruitment;18 Fairway Hall Abbot Drive Cualanor Dun Laoghaire, Co. Dublin A96 X31C;EA4346;+353834799356;info@lastel.ie;https://lastel.ie/;Healthcare, Care, General Recruitment
Dublin;LB 360 Search Limited;360 Search;The Garrison 31-32 Leeson Street Lower Dublin 2 D02 KA62;EA3523;+35316344990;info@360search.ie;https://360search.ie;Insurance, Finance & Accounting
Dublin;Learghusa Limited;Learghusa Employment International;213 Swords Road Whitehall Dublin 9 Co. Dublin D09 VF70;EA4433;+35318101610;admin@learghusa.com;http://learghusa.com/index.html;Hospitality, Healthcare, Retail
Dublin;Lee Hecht Harrison Ireland Limited;LHH Recruitment Solutions;Suite 204 10 Ely Place Co. Dublin D02HR98;EA5352;+35316731540;;https://www.lhh.com/uk/en/;Board level, Career, HR, Consulting
Dublin;Lex Consultancy Limited;;15-17 South Leinster Street Dublin 2 D02 CY95;EA3252;+35316628990;info@lexconsultancy.ie;https://lexconsultancy.ie;Legal, Admin & Office, Public, Finance & Accounting
Dublin;Liberty Networks Ltd;Brightmove;Carlisle Building 51 Bracken Road Sandyford Business Park Co. Dublin D18 CV48;EA4964;+35319026608;;https://brightmove.ie/;Tech & Data Science, Admin & Office
